"f7","f7 2","w_iUH7","tl-m","w_kV33","gray","gray 2"
"Dec 19, 2020","Ila Stamm","5 out of 5 stars review","Really like the glasses and light. Well vented too. Visor is a bit small.","Cool helmet","Review from","victgoal.com"
"Mar 15, 2022","Christian Biyinzika","5 out of 5 stars review","Little tight.Stylish and great color and design","TJ Helmet","Review from","victgoal.com"
"Jul 4, 2022","Maxwell Flatley","5 out of 5 stars review","Face shield goes to low, touching nose. Other than that great helmet!","Bike Helmet","Review from","victgoal.com"
"Jun 27, 2021","Madhavi Mody","5 out of 5 stars review","Good all round Mtb helmet definitely recommend","Very comfortable,love the removable visor thumb up!","Review from","victgoal.com"
"Feb 4, 2020","Ray Mulalira","5 out of 5 stars review","Perfectly adjustable and love the light on the back","Worth the money","Review from","victgoal.com"
"Aug 28, 2020","Chimamanda Adeoluwa","5 out of 5 stars review","Great helmet. Quality, value for the price. Buy this one!","Great set included.","Review from","victgoal.com"
"Jun 7, 2021","Tyler Migisha","5 out of 5 stars review","Great value. Keeps the sun out of my eyes.","Real cool.","Review from","victgoal.com"
"Sep 11, 2020","Oma Volkman","5 out of 5 stars review","My helmet fits me perfect. I have received a lot of compliments.","My helmet is a great design","Review from","victgoal.com"
"Dec 6, 2020","Lessie West","5 out of 5 stars review","Fits great. Hope it works if I need it, but not planning on testing it.","Great helmet","Review from","victgoal.com"
"Dec 31, 2020","Akshay Anne","5 out of 5 stars review","Great product nice and lightweight and very comfortable to wear","Great product","Review from","victgoal.com"
"Aug 2, 2021","Jake Morgan","5 out of 5 stars review","Great purchase fit me perfectly. Highly recommended.looking to buy again.","Perfect buy","Review from","victgoal.com"
"Jun 10, 2021","Helen Taylor","5 out of 5 stars review","Light weight. Very comfortable. An excellent value for the money. Love it !!!","Great product for the money","Review from","victgoal.com"
"Jun 22, 2022","Emmanuel Ayobami","5 out of 5 stars review","Good Price and fast Deliverly","Good Price and fast Deliverly","Review from","victgoal.com"
"Mar 24, 2021","Chaim Welch","5 out of 5 stars review","the visor is attached magnetically and is easily removed. It eliminates the need for sun glasses","the rear light and visor are great perks not included with similar models","Review from","victgoal.com"
"Jan 23, 2020","Helen Barnes","5 out of 5 stars review","I like that it has a rechargeable light to make riding safer at dusk or early morning.","Helmet with light!","Review from","victgoal.com"
"May 14, 2021","Milford Wyman","5 out of 5 stars review","Had to buy my som a new helmet","New Helmet","Review from","victgoal.com"
"Feb 4, 2021","Aishwarya Johal","5 out of 5 stars review","Great helmet, well made and comfortable. I would recommend!","Good helmet","Review from","victgoal.com"
"Oct 29, 2020","Cale Ruecker","4 out of 5 stars review","is very nice color and light on the back","it is to loose for my head","Review from","victgoal.com"
"May 23, 2021","Kris Bauch","5 out of 5 stars review","Great quality comfortable","Great helmet","Review from","victgoal.com"
"Aug 8, 2021","Ayinde Motalo","5 out of 5 stars review","For the money this helmet has all that you require","Very good value for money","Review from","victgoal.com"
"Nov 17, 2021","Ila Mitchell","5 out of 5 stars review","Comes with bag strong magnetic visor","Be nice if came with clear visor","Review from","victgoal.com"
"May 25, 2022","Jackson Koepp","5 out of 5 stars review","This hamlet works great, the shield and everything love it","Amazingly comfortable","Review from","victgoal.com"
"Dec 11, 2019","Eric Goldner","4 out of 5 stars review","I haven't figured out how to charge battery.","The fit was great, easily adjusted.","Review from","victgoal.com"
"Feb 16, 2022","Abisoye David","5 out of 5 stars review","The built in Sun shade works great. Fits well.","Nice design","Review from","victgoal.com"
"Jan 26, 2022","Mason Allen","5 out of 5 stars review","Good quality. Light and stylish. Magnetic visor is wicked. Handy protection bag is also good","Great item","Review from","victgoal.com"
"Jul 26, 2021","sello Moagi","5 out of 5 stars review","Fitted well and the magnetic removeable visor works well.","great item","Review from","victgoal.com"
"Aug 6, 2021","Roberto Langworth","5 out of 5 stars review","The visor works well! Great that there's a built in light","Great helmet!","Review from","victgoal.com"
"Apr 4, 2021","Montana Gerhold","5 out of 5 stars review","Very light an comfortable easy charge built in lightGood purchase","Great buy","Review from","victgoal.com"
"Sep 25, 2021","Lucy Kivumbi","5 out of 5 stars review","Visor rear safety light looks sharp fits comfortable.","Half visor works great. U can wear glasses.","Review from","victgoal.com"
"Feb 14, 2022","Mona Chand","5 out of 5 stars review","Fits well, the magnetic shield is easy to use and a great feature!","Fits well, the magnetic shield is easy to use and a great feature!","Review from","victgoal.com"
"May 23, 2022","Samanta Huels","4 out of 5 stars review","Chin strap was a little difficult to get adjusted at first.","Red Led lights great for night cycling.","Review from","victgoal.com"
"Feb 20, 2021","Sahil Jhaveri","5 out of 5 stars review","Fits snug and sturdy design.","Great Helmet","Review from","victgoal.com"
"Nov 23, 2021","Roger Orishaba","5 out of 5 stars review","Everything you need in a helmet...  it adjustable, light, reasonable price!","Fully featured","Review from","victgoal.com"
"Dec 26, 2020","Stone Bernhard","5 out of 5 stars review","Adjustable fit. Great looking. Lightweight. Cooling vents. Great helmet.","Great helmet","Review from","victgoal.com"
"Jul 25, 2021","Heather Rogers","5 out of 5 stars review","Very comfortable fitting helmet great magnetic visor . Excellent product","BIKE HELMET","Review from","victgoal.com"
"Apr 11, 2021","Matilde Cole","5 out of 5 stars review","Very light nice style, fits perfect, visor look good. I added my go pro camera..","Feels comfortable, fit perfect","Review from","victgoal.com"
"Jun 14, 2021","Micheal VonRueden","5 out of 5 stars review","It keeps bugs and sun out of my eyes. It also has a blinking light on the back for safety.","Helmet secure","Review from","victgoal.com"
"Nov 21, 2020","Paula Bennett","5 out of 5 stars review","Comfortable and Light! It feels great and I feel safe!","Ready to Ride!","Review from","victgoal.com"
"Jan 23, 2020","Augustina Tolulope","5 out of 5 stars review","Great fit and very visible from a distance day or night","Good quality","Review from","victgoal.com"
"Jan 12, 2020","Kasandra Labadie","5 out of 5 stars review","Excellent helmet with a stylish comfortable look and feel. Affordable and great colours.","Great Buy!","Review from","victgoal.com"
"Nov 5, 2020","Aarti Dass","5 out of 5 stars review","I love this helmet! My favorite part are the detachable glasses.","Good choice","Review from","victgoal.com"
"Jun 30, 2021","Garth Gusikowski","5 out of 5 stars review","Great lightweight design with bells and whistles.","Great lightweight design with bells and whistles.","Review from","victgoal.com"
"Sep 9, 2020","Nellie Treutel","5 out of 5 stars review","Great for the price, like the light on the back.","Thumbs Up","Review from","victgoal.com"
"Jun 26, 2021","Chiamaka Gbogboade","5 out of 5 stars review","It fits perfect. Love the light on the back.","Recommend it.","Review from","victgoal.com"
"Mar 20, 2022","Kayli Goyette","5 out of 5 stars review","Great fit. The sun visor firmly attaches with magnets and does not interfear with sunglasses.","Awsome Helmet","Review from","victgoal.com"
"Dec 30, 2020","Jamar Breitenberg","5 out of 5 stars review","Love the magnetic detachable visor. Excellent design.","Visor Rocks","Review from","victgoal.com"
"Jul 26, 2021","Zetta Lesch","5 out of 5 stars review","Great product. Value for money","Best choice for daily wear","Review from","victgoal.com"
"Nov 29, 2021","Cameron Reynolds","5 out of 5 stars review","I like the charging port in the back for the light flashing while riding my bike.","Very comfortable and easy to be seen","Review from","victgoal.com"
"May 25, 2021","Christopher Taylor","5 out of 5 stars review","costs only a few dollars more than replacement lenses.","Great helmet!","Review from","victgoal.com"
"Jul 24, 2021","Johnson Ddamulira","4 out of 5 stars review","Helmets are meant to protect. The helmet has to be used to see its true value!!","Nice fit","Review from","victgoal.com"
"Jun 17, 2022","Fabiola Nuwamanya","5 out of 5 stars review","Protecting my head while biking.","It was exactly as I expected.","Review from","victgoal.com"
"Mar 21, 2020","Alade Sylvester","1 out of 5 stars review","the sun shade was discolored and hard to see thru and the sun visor snapped right off","not the best","Review from","victgoal.com"
"Dec 1, 2021","Yvonne Kiwanuka","5 out of 5 stars review","I am very pleased with the helmet, like the light in the back that is charged by a USB port.","Safety","Review from","victgoal.com"
"Dec 11, 2020","Trudie Kaaya","5 out of 5 stars review","Fits good on the head and looks good","Good helmet","Review from","victgoal.com"
"Jan 10, 2020","Bernice Oberbrunner","5 out of 5 stars review","This is a very comfortable helmet, the light on the back works great thumb up!","Wonderful","Review from","victgoal.com"
"Feb 12, 2022","Julie Campbell","5 out of 5 stars review","No dislike, long oval head fit","Easy to use, good design, made well, will order for the wife","Review from","victgoal.com"
"Dec 24, 2019","Madisyn Metz","5 out of 5 stars review","Triple threat helmet awsome an the price was a no brainer","Excellent","Review from","victgoal.com"
"May 28, 2021","Dylan Gorczany","5 out of 5 stars review","Lightweight helmet with magnetic tinted shades will work if you have glasses or not","Great helmet great price great protection","Review from","victgoal.com"
"Jun 29, 2022","Toby Hills","5 out of 5 stars review","Well built, comfortable and lightweight","Solid","Review from","victgoal.com"
"Jan 18, 2021","Amelia Taylor","5 out of 5 stars review","Well made with many features- rechargeable light, easily removable visor. Good quality.","Good product","Review from","victgoal.com"
"Sep 17, 2021","Parker Hagenes","5 out of 5 stars review","Quality product sharp looking and good fitting.","Quality Product","Review from","victgoal.com"
"Aug 11, 2021","Jany Rippin","5 out of 5 stars review","The rechargeable light is really nice and the fit is relatively comfortable","Nice helmet","Review from","victgoal.com"
"Sep 26, 2020","Cassidy Sauer","5 out of 5 stars review","Great helmet and the visor makes cycling the sun easier than ever.","Fantastic","Review from","victgoal.com"
"Jul 17, 2021","Rosalee Reynolds","2 out of 5 stars review","Didn't fully block the sun","Not what I expected","Review from","victgoal.com"
"May 25, 2022","Dolores Feest","5 out of 5 stars review","Helmet very light and comfortable","Comfortable and lightweight","Review from","victgoal.com"
"Apr 18, 2022","Cherechi Habeeb","5 out of 5 stars review","The helmet is light and comfortable and the eye shield fits perfectly over my glasses","The weight","Review from","victgoal.com"
"Apr 1, 2021","Clara Musinguzi","5 out of 5 stars review","Works very well. Comfy. Stylish.","Great value.","Review from","victgoal.com"
"Apr 9, 2022","Anshula Rajan","5 out of 5 stars review","Light ,comfortable ,well-made and sits nice and low on the head.","Excellent helmet","Review from","victgoal.com"
"Jan 3, 2021","Jannie Bartoletti","5 out of 5 stars review","I have a big head and this this fits and is comfortable. Can't ask for more.","Excellent!","Review from","victgoal.com"
"Jun 30, 2021","Mandisa Rautenbach","4 out of 5 stars review","Good helmet for the price","Important to wear","Review from","victgoal.com"
"Jun 17, 2021","Genesis Marvin","5 out of 5 stars review","Very practical and comfortable helmet. It looks nice as well.","Confortable","Review from","victgoal.com"
"Oct 27, 2020","Mattie Romaguera","5 out of 5 stars review","Nice comfortable helmet, could of done with more than one lens","Fits well and it's comfortable","Review from","victgoal.com"
"Sep 27, 2021","Easter Connelly","4 out of 5 stars review","Decent product great light very light and cool visor","Great","Review from","victgoal.com"
"Feb 1, 2020","Josiah Lind","5 out of 5 stars review","Very comfy helmet. Built in rear light and magnet goggles are awesome.","Great helmet","Review from","victgoal.com"
"Aug 13, 2021","Alfie Wood","5 out of 5 stars review","Good looking helmet, good value for the money.","Good looks and value","Review from","victgoal.com"
"Sep 30, 2021","Clinton Crona","5 out of 5 stars review","The rear light is nice to use while riding. I like the color that I chose.","Very nice","Review from","victgoal.com"
"Jul 23, 2021","Hemendra Yohannan","5 out of 5 stars review","Great product , fits me well and it has a nice look.","Nice looking helmet","Review from","victgoal.com"
"Oct 2, 2020","William Hunter","5 out of 5 stars review","Good value for money ,very impressed with quality of this helmet , will definitely recommend.","Good value for money","Review from","victgoal.com"
"May 15, 2020","Sushant Gupta","5 out of 5 stars review","Good helmet for biking. Love the rear light","Good helmet","Review from","victgoal.com"
"Mar 24, 2021","Cortney Wiza","5 out of 5 stars review","This bike helmet is as described. It fits great, is light and great value for what I paid for it.","Great value for this bike helmet.","Review from","victgoal.com"
"May 12, 2022","Cecil Twesigomwe","5 out of 5 stars review","Light on back of helmet works great and goes days on a charge","Good fit on my big square head","Review from","victgoal.com"
"Nov 23, 2021","Efe Mutiat","4 out of 5 stars review","This helmet has everything you need!","Great helmet for the price!","Review from","victgoal.com"
"Dec 11, 2020","Jadesola Sabdat","5 out of 5 stars review","The title says it all. If you need a biking helmet, this is it.","Fits great! Feels great!! It is better Than expected.","Review from","victgoal.com"
"Oct 6, 2020","Meghana Dhaliwal","4 out of 5 stars review","Fits well. Light works perfectly. I feel safe!","Decent entry level helmet","Review from","victgoal.com"
"Jul 5, 2020","Jackson Asiimwe","4 out of 5 stars review","Love the shield. Very nice helmet.","Sleek looking and comfortable","Review from","victgoal.com"
"Apr 15, 2022","Vineeta Anthony","5 out of 5 stars review","Great product with a very comfortable fit. Love the rear light","Love this helmet","Review from","victgoal.com"
"Dec 9, 2020","Aleen Considine","5 out of 5 stars review","This helmet was perfect for me and I especially love the way the eye shield is so easy on and off!","I love the magnetic eye shield! So easy on and off and tinted perfectly for the sun!","Review from","victgoal.com"
"Jul 1, 2021","Jasmin Robel","5 out of 5 stars review","Better than expected","Adjustable","Review from","victgoal.com"
"Jan 21, 2021","Aadil Chacko","5 out of 5 stars review","Comfort","Good","Review from","victgoal.com"
"Aug 4, 2021","Jarvis Jacobi","5 out of 5 stars review","Nice!","Great","Review from","victgoal.com"
"Apr 7, 2021","Craig Mathe","5 out of 5 stars review","great","great","Review from","victgoal.com"
"Oct 30, 2021","Cindy Turyasingura","5 out of 5 stars review","Loved it.","Awesome detailed perfectly","Review from","victgoal.com"
"Apr 9, 2020","Rachel Chapman","3 out of 5 stars review","Too small.","Too small","Review from","victgoal.com"
"May 30, 2021","Jairo Herman","5 out of 5 stars review","Absolutely fantastic!","Cool","Review from","victgoal.com"
"Jan 30, 2021","Kaelyn Hudson","5 out of 5 stars review","nice","very nice","Review from","victgoal.com"
"Sep 8, 2021","Juliet Kibirige","4 out of 5 stars review","Great helmet","Great helmet buy it","Review from","victgoal.com"
"Nov 24, 2021","Hank Bruen","5 out of 5 stars review","Love it!","Love it!","Review from","victgoal.com"
"Jun 9, 2022","Icie Pagac","5 out of 5 stars review","Perfect thanks","Very good","Review from","victgoal.com"
"Nov 7, 2021","Charley Gerlach","5 out of 5 stars review","Love it","Use it","Review from","victgoal.com"
"Nov 20, 2021","Viviane Hegmann","5 out of 5 stars review","Good","Good","Review from","victgoal.com"
"Jun 2, 2021","Wale Mutiat","5 out of 5 stars review","will recommend to others","Very good item","Review from","victgoal.com"
"Sep 27, 2020","Jadesola Adesina","5 out of 5 stars review","It's very nice l like it","It's nice fit good","Review from","victgoal.com"
"Feb 7, 2021","Andrew Reynolds","5 out of 5 stars review","Excellent.","I bought it for my granddaughter. She is delighted with it.","Review from","victgoal.com"
"Apr 21, 2021","Alden Wintheiser","5 out of 5 stars review","Super!!!","Good","Review from","victgoal.com"
"Mar 8, 2020","Jagdish Bera","5 out of 5 stars review","Very good helmet","Safety is important","Review from","victgoal.com"
"Apr 4, 2022","Zechariah Corwin","5 out of 5 stars review","I like it very much.","Sastifaccion","Review from","victgoal.com"
"Jul 29, 2021","Jimmy Ullrich","5 out of 5 stars review","All around great product","Great helmet exactly as advertised","Review from","victgoal.com"
"Feb 21, 2022","Lulu O'Hara","5 out of 5 stars review","Super nice","Looks nice","Review from","victgoal.com"
"May 13, 2021","Sushant Jani","5 out of 5 stars review","Like it","Like It","Review from","victgoal.com"
"Apr 14, 2021","Nathan Franecki","5 out of 5 stars review","Good product","Good product","Review from","victgoal.com"
"Jun 5, 2021","Sanford Kertzmann","5 out of 5 stars review","I dig it","Nothing","Review from","victgoal.com"
"Apr 30, 2021","Wendy Zboncak","5 out of 5 stars review","Shape, fit & weight.","Awesome","Review from","victgoal.com"
"Sep 16, 2021","Aracely Collins","5 out of 5 stars review","Loved the magnet bond","The dark lens is great","Review from","victgoal.com"
"Nov 21, 2020","Lon Harvey","5 out of 5 stars review","good product nice","safety","Review from","victgoal.com"
"Jun 26, 2021","Dave Lunyoro","5 out of 5 stars review","Fits","Fits","Review from","victgoal.com"
"Mar 30, 2021","Geoffrey Ankunda","5 out of 5 stars review","Son loves this helmet","Great buy","Review from","victgoal.com"
"Aug 28, 2020","Onome Adewura","5 out of 5 stars review","Great","Very useful","Review from","victgoal.com"
"May 15, 2021","Sam Oberbrunner","5 out of 5 stars review","Very nice","Very nice","Review from","victgoal.com"
"Jun 15, 2022","yolandi Ferreira","5 out of 5 stars review","Absolutely love it!","Looks cool","Review from","victgoal.com"
"Feb 20, 2021","Manjari Hari","4 out of 5 stars review","Nothing to dislike,","Excellent","Review from","victgoal.com"
"Nov 19, 2021","Arjun Radhakrishnan","5 out of 5 stars review","Works perfectly for me","Great Helmet","Review from","victgoal.com"
"Jan 2, 2022","Ines Predovic","5 out of 5 stars review","It's very useful","Best buy I'm so happy I ordered another one for my friend","Review from","victgoal.com"
"Jan 13, 2021","Aisha Bogan","5 out of 5 stars review","warmth","Quality","Review from","victgoal.com"
"Jul 16, 2021","Abisoye Aderonke","5 out of 5 stars review","Best one yet!!","Comfort","Review from","victgoal.com"
"May 8, 2021","Trinity Cummerata","4 out of 5 stars review","Recommended.","All good.","Review from","victgoal.com"
"Aug 26, 2020","Sandy Marquardt","5 out of 5 stars review","Awesome buy","Awesome buy","Review from","victgoal.com"
"Jul 2, 2020","Kailey Wiza","5 out of 5 stars review","Bike riding","It's Nice","Review from","victgoal.com"
"Jul 17, 2022","Francis Bugala","5 out of 5 stars review","Like all .","Totally impressed","Review from","victgoal.com"
"Aug 21, 2021","Victor Kyambadde","5 out of 5 stars review","Perfect","Love it ! Very happy with it","Review from","victgoal.com"
"Apr 18, 2021","Johannes Coetzer","5 out of 5 stars review","IS A PERFECT PRODUCT","THE SIDE MORE PROTECTION","Review from","victgoal.com"
"Mar 1, 2022","Margaret Nimukunda","5 out of 5 stars review","I love it.","I love it.","Review from","victgoal.com"
"Apr 30, 2020","Charles Richards","5 out of 5 stars review","Comfortable to wear","Comfortable to wear","Review from","victgoal.com"
"Jun 29, 2021","Eric Balistreri","5 out of 5 stars review","This is a great idea.","good fit","Review from","victgoal.com"
"Aug 23, 2021","Ikenna Olawale","4 out of 5 stars review","Like it! Thumbs up!","Fits snug and goes over prescription glasses... Nicely","Review from","victgoal.com"
"Feb 5, 2022","Stacey Williams","5 out of 5 stars review","Cool and comfortable.","Just right for scootering around.","Review from","victgoal.com"
"Aug 3, 2021","Marguerite Klocko","5 out of 5 stars review","Great helmet light","Great fit","Review from","victgoal.com"
"Jul 10, 2021","Edna Dicki","5 out of 5 stars review","Great Value","Great Value","Review from","victgoal.com"
"Sep 27, 2021","Reyna O'Connell","4 out of 5 stars review","very good products","Excellent service","Review from","victgoal.com"
"Jan 7, 2022","Eleazar Marks","5 out of 5 stars review","Perfect","Bought for Dad for Xmas he loves it","Review from","victgoal.com"
"May 25, 2021","Amos Mugisha","3 out of 5 stars review","A bit flash no mips","Safety","Review from","victgoal.com"
"Mar 9, 2020","Steve Abayisenga","5 out of 5 stars review","Real deal","Real deal","Review from","victgoal.com"
"Jan 5, 2020","Makenna Marquardt","5 out of 5 stars review","It' look's nice.","Well made","Review from","victgoal.com"
"Jul 25, 2022","Zanele Kumar","5 out of 5 stars review","Very comfortable.","Sturdy","Review from","victgoal.com"
"Aug 1, 2021","Adedayo Aderinsola","4 out of 5 stars review","Really tight fit.","Tight fit","Review from","victgoal.com"
"Mar 15, 2021","Howard Conn","5 out of 5 stars review","Looks and feels good","Helmet","Review from","victgoal.com"
"Sep 10, 2021","Moses Weber","5 out of 5 stars review","Functionality and safety","Safety","Review from","victgoal.com"
"Mar 9, 2020","Malik Ghose","5 out of 5 stars review","Product feels good","Awesome!","Review from","victgoal.com"
"Mar 28, 2022","Supriya Sood","5 out of 5 stars review","For my new E-Bike.","Fits great with the adjustable know.","Review from","victgoal.com"
"Jun 30, 2021","Anusha Mohanty","5 out of 5 stars review","Love the magnetic visor","Fits perfect","Review from","victgoal.com"
"May 12, 2021","Christo Williams","5 out of 5 stars review","Biking","I loved this helmet very comfortable very nice face shield","Review from","victgoal.com"
"Dec 10, 2021","Archibald Cronin","5 out of 5 stars review","very comfortable","Lightweight","Review from","victgoal.com"
"Mar 24, 2021","Marcella Crona","5 out of 5 stars review","Love it","Comfortable","Review from","victgoal.com"
"Jan 13, 2021","Lolade Mobolaji","4 out of 5 stars review","Good product","Good value for money","Review from","victgoal.com"
"Dec 21, 2020","Noble Bartell","5 out of 5 stars review","Good Helmet to get","Nice, light, and stylish","Review from","victgoal.com"
"Apr 9, 2022","Dave Cox","5 out of 5 stars review","A terrific buy","Great fit","Review from","victgoal.com"
"Oct 10, 2021","Labeen Dhar","5 out of 5 stars review","Battery Lasts","Works Great 1st ride rode 8 hrs light was still bright","Review from","victgoal.com"
"Apr 17, 2020","Jordon Schmidt","5 out of 5 stars review","Well worth it.","Very comfortable and live the visor. I've gotten 6 trips and 54 miles in with it.","Review from","victgoal.com"
"Jun 18, 2021","Moses Tumwebaze","5 out of 5 stars review","Very Pleased","It's worth the money","Review from","victgoal.com"
"Nov 10, 2020","April Kiconco","5 out of 5 stars review","Good helmet fits great","I highly recommend this","Review from","victgoal.com"
"Apr 3, 2022","Ross Phillips","4 out of 5 stars review","Nothing","It fits well","Review from","victgoal.com"
"Sep 18, 2021","Sonia Khan","5 out of 5 stars review","Liked the price.","All around great helmet.","Review from","victgoal.com"
